x y Depth Vs
113.4447 199.9621 -0.5 3.691
113.4447 199.9621 -0.4 3.691
113.4447 199.9621 -0.3 3.691
113.4447 199.9621 -0.2 3.691
113.4447 199.9621 -0.1 3.691
113.4447 199.9621 0.0 3.691
113.4447 199.9621 0.1 3.691
113.4447 199.9621 0.2 3.691
113.4447 199.9621 0.3 3.691
113.4447 199.9621 0.4 3.691
113.4447 199.9621 0.5 3.691
113.4447 199.9621 0.6 3.691
113.4447 199.9621 0.7 3.691
113.4447 199.9621 0.8 3.691
113.4447 199.9621 0.9 3.691
113.4447 199.9621 1.0 3.691
113.4447 199.9621 1.1 3.691
113.4447 199.9621 1.2 3.691
113.4447 199.9621 1.3 3.691
113.4447 199.9621 1.4 3.691
113.4447 199.9621 1.5 3.691
113.4447 199.9621 1.6 3.691
113.4447 199.9621 1.7 3.691
113.4447 199.9621 1.8 3.691
113.4447 199.9621 1.9 3.691
113.4447 199.9621 2.0 3.691
113.4447 199.9621 2.1 3.577
113.4447 199.9621 2.2 3.577
113.4447 199.9621 2.3 3.577
113.4447 199.9621 2.4 3.577
113.4447 199.9621 2.5 3.577
113.4447 199.9621 2.6 3.577
113.4447 199.9621 2.7 3.577
113.4447 199.9621 2.8 3.577
113.4447 199.9621 2.9 3.577
113.4447 199.9621 3.0 3.577
113.4447 199.9621 3.1 3.577
113.4447 199.9621 3.2 3.577
113.4447 199.9621 3.3 3.577
113.4447 199.9621 3.4 3.577
113.4447 199.9621 3.5 3.577
113.4447 199.9621 3.6 3.577
113.4447 199.9621 3.7 3.577
113.4447 199.9621 3.8 3.577
113.4447 199.9621 3.9 3.577
113.4447 199.9621 4.0 3.577
113.4447 199.9621 4.1 3.577
113.4447 199.9621 4.2 3.577
113.4447 199.9621 4.3 3.577
113.4447 199.9621 4.4 3.577
113.4447 199.9621 4.5 3.577
113.4447 199.9621 4.6 3.577
113.4447 199.9621 4.7 3.577
113.4447 199.9621 4.8 3.577
113.4447 199.9621 4.9 3.577
113.4447 199.9621 5.0 3.577
113.4447 199.9621 5.1 3.577
113.4447 199.9621 5.2 3.577
113.4447 199.9621 5.3 3.577
113.4447 199.9621 5.4 3.577
113.4447 199.9621 5.5 3.577
113.4447 199.9621 5.6 3.577
113.4447 199.9621 5.7 3.577
113.4447 199.9621 5.8 3.577
113.4447 199.9621 5.9 3.577
113.4447 199.9621 6.0 3.577
113.4447 199.9621 6.1 3.577
113.4447 199.9621 6.2 3.577
113.4447 199.9621 6.3 3.577
113.4447 199.9621 6.4 3.577
113.4447 199.9621 6.5 3.577
113.4447 199.9621 6.6 3.577
113.4447 199.9621 6.7 3.577
113.4447 199.9621 6.8 3.577
113.4447 199.9621 6.9 3.577
113.4447 199.9621 7.0 3.577
113.4447 199.9621 7.1 3.577
113.4447 199.9621 7.2 3.577
113.4447 199.9621 7.3 3.577
113.4447 199.9621 7.4 3.577
113.4447 199.9621 7.5 3.577
113.4447 199.9621 7.6 3.577
113.4447 199.9621 7.7 3.577
113.4447 199.9621 7.8 3.577
113.4447 199.9621 7.9 3.577
113.4447 199.9621 8.0 3.577
113.4447 199.9621 8.1 3.577
113.4447 199.9621 8.2 3.577
113.4447 199.9621 8.3 3.577
113.4447 199.9621 8.4 3.577
113.4447 199.9621 8.5 3.577
113.4447 199.9621 8.6 3.577
113.4447 199.9621 8.7 3.577
113.4447 199.9621 8.8 3.577
113.4447 199.9621 8.9 3.577
113.4447 199.9621 9.0 3.577
113.4447 199.9621 9.1 3.577
113.4447 199.9621 9.2 3.577
113.4447 199.9621 9.3 3.577
113.4447 199.9621 9.4 3.577
113.4447 199.9621 9.5 3.577
113.4447 199.9621 9.6 3.577
113.4447 199.9621 9.7 3.577
113.4447 199.9621 9.8 3.577
113.4447 199.9621 9.9 3.577
113.4447 199.9621 10.0 3.577
113.4447 199.9621 10.1 3.577
113.4447 199.9621 10.2 3.577
113.4447 199.9621 10.3 3.577
113.4447 199.9621 10.4 3.577
113.4447 199.9621 10.5 3.577
113.4447 199.9621 10.6 3.577
113.4447 199.9621 10.7 3.577
113.4447 199.9621 10.8 3.577
113.4447 199.9621 10.9 3.577
113.4447 199.9621 11.0 3.577
113.4447 199.9621 11.1 3.577
113.4447 199.9621 11.2 3.577
113.4447 199.9621 11.3 3.577
113.4447 199.9621 11.4 3.577
113.4447 199.9621 11.5 3.577
113.4447 199.9621 11.6 3.577
113.4447 199.9621 11.7 3.577
113.4447 199.9621 11.8 3.577
113.4447 199.9621 11.9 3.577
113.4447 199.9621 12.0 3.577
113.4447 199.9621 12.1 3.577
113.4447 199.9621 12.2 3.577
113.4447 199.9621 12.3 3.577
113.4447 199.9621 12.4 3.577
113.4447 199.9621 12.5 3.577
113.4447 199.9621 12.6 3.577
113.4447 199.9621 12.7 3.577
113.4447 199.9621 12.8 3.577
113.4447 199.9621 12.9 3.577
113.4447 199.9621 13.0 3.577
113.4447 199.9621 13.1 3.577
113.4447 199.9621 13.2 3.577
113.4447 199.9621 13.3 3.577
113.4447 199.9621 13.4 3.577
113.4447 199.9621 13.5 3.577
113.4447 199.9621 13.6 3.577
113.4447 199.9621 13.7 3.577
113.4447 199.9621 13.8 3.577
113.4447 199.9621 13.9 3.577
113.4447 199.9621 14.0 3.577
113.4447 199.9621 14.1 3.577
113.4447 199.9621 14.2 3.577
113.4447 199.9621 14.3 3.577
113.4447 199.9621 14.4 3.577
113.4447 199.9621 14.5 3.577
113.4447 199.9621 14.6 3.577
113.4447 199.9621 14.7 3.577
113.4447 199.9621 14.8 3.577
113.4447 199.9621 14.9 3.577
113.4447 199.9621 15.0 3.577
113.4447 199.9621 15.1 3.577
113.4447 199.9621 15.2 3.674
113.4447 199.9621 15.3 3.674
113.4447 199.9621 15.4 3.674
113.4447 199.9621 15.5 3.674
113.4447 199.9621 15.6 3.674
113.4447 199.9621 15.7 3.674
113.4447 199.9621 15.8 3.674
113.4447 199.9621 15.9 3.674
113.4447 199.9621 16.0 3.674
113.4447 199.9621 16.1 3.674
113.4447 199.9621 16.2 3.674
113.4447 199.9621 16.3 3.674
113.4447 199.9621 16.4 3.674
113.4447 199.9621 16.5 3.674
113.4447 199.9621 16.6 3.674
113.4447 199.9621 16.7 3.674
113.4447 199.9621 16.8 3.674
113.4447 199.9621 16.9 3.674
113.4447 199.9621 17.0 3.674
113.4447 199.9621 17.1 3.674
113.4447 199.9621 17.2 3.674
113.4447 199.9621 17.3 3.674
113.4447 199.9621 17.4 3.674
113.4447 199.9621 17.5 3.674
113.4447 199.9621 17.6 3.674
113.4447 199.9621 17.7 3.674
113.4447 199.9621 17.8 3.674
113.4447 199.9621 17.9 3.674
113.4447 199.9621 18.0 3.674
113.4447 199.9621 18.1 3.674
113.4447 199.9621 18.2 3.674
113.4447 199.9621 18.3 3.674
113.4447 199.9621 18.4 3.674
113.4447 199.9621 18.5 3.674
113.4447 199.9621 18.6 3.674
113.4447 199.9621 18.7 3.674
113.4447 199.9621 18.8 3.674
113.4447 199.9621 18.9 3.674
113.4447 199.9621 19.0 3.674
113.4447 199.9621 19.1 3.674
113.4447 199.9621 19.2 3.674
113.4447 199.9621 19.3 3.674
113.4447 199.9621 19.4 3.674
113.4447 199.9621 19.5 3.674
113.4447 199.9621 19.6 3.674
113.4447 199.9621 19.7 3.674
113.4447 199.9621 19.8 3.674
113.4447 199.9621 19.9 3.674
113.4447 199.9621 20.0 3.674
113.4447 199.9621 20.1 3.674
113.4447 199.9621 20.2 3.674
113.4447 199.9621 20.3 3.674
113.4447 199.9621 20.4 3.674
113.4447 199.9621 20.5 3.674
113.4447 199.9621 20.6 3.674
113.4447 199.9621 20.7 3.674
113.4447 199.9621 20.8 3.674
113.4447 199.9621 20.9 3.674
113.4447 199.9621 21.0 3.674
113.4447 199.9621 21.1 3.674
113.4447 199.9621 21.2 3.674
113.4447 199.9621 21.3 3.674
113.4447 199.9621 21.4 3.674
113.4447 199.9621 21.5 3.674
113.4447 199.9621 21.6 3.674
113.4447 199.9621 21.7 3.674
113.4447 199.9621 21.8 3.674
113.4447 199.9621 21.9 3.674
113.4447 199.9621 22.0 3.674
113.4447 199.9621 22.1 3.674
113.4447 199.9621 22.2 3.674
113.4447 199.9621 22.3 3.674
113.4447 199.9621 22.4 3.674
113.4447 199.9621 22.5 3.674
113.4447 199.9621 22.6 3.674
113.4447 199.9621 22.7 3.674
113.4447 199.9621 22.8 3.674
113.4447 199.9621 22.9 3.674
113.4447 199.9621 23.0 3.674
113.4447 199.9621 23.1 3.674
113.4447 199.9621 23.2 3.674
113.4447 199.9621 23.3 3.674
113.4447 199.9621 23.4 3.674
113.4447 199.9621 23.5 3.674
113.4447 199.9621 23.6 3.674
113.4447 199.9621 23.7 3.674
113.4447 199.9621 23.8 3.674
113.4447 199.9621 23.9 3.674
113.4447 199.9621 24.0 3.674
113.4447 199.9621 24.1 3.674
113.4447 199.9621 24.2 3.674
113.4447 199.9621 24.3 3.674
113.4447 199.9621 24.4 3.674
113.4447 199.9621 24.5 3.674
113.4447 199.9621 24.6 3.674
113.4447 199.9621 24.7 3.674
113.4447 199.9621 24.8 3.674
113.4447 199.9621 24.9 3.674
113.4447 199.9621 25.0 3.674
113.4447 199.9621 25.1 3.674
113.4447 199.9621 25.2 3.674
113.4447 199.9621 25.3 3.674
113.4447 199.9621 25.4 3.674
113.4447 199.9621 25.5 3.674
113.4447 199.9621 25.6 3.674
113.4447 199.9621 25.7 3.674
113.4447 199.9621 25.8 3.674
113.4447 199.9621 25.9 3.674
113.4447 199.9621 26.0 3.674
113.4447 199.9621 26.1 3.674
113.4447 199.9621 26.2 3.674
113.4447 199.9621 26.3 3.674
113.4447 199.9621 26.4 3.674
113.4447 199.9621 26.5 3.674
113.4447 199.9621 26.6 3.674
113.4447 199.9621 26.7 3.674
113.4447 199.9621 26.8 3.674
113.4447 199.9621 26.9 3.674
113.4447 199.9621 27.0 3.674
113.4447 199.9621 27.1 3.674
113.4447 199.9621 27.2 3.674
113.4447 199.9621 27.3 3.674
113.4447 199.9621 27.4 3.674
113.4447 199.9621 27.5 3.674
113.4447 199.9621 27.6 3.674
113.4447 199.9621 27.7 3.674
113.4447 199.9621 27.8 3.674
113.4447 199.9621 27.9 3.674
113.4447 199.9621 28.0 3.674
113.4447 199.9621 28.1 3.674
113.4447 199.9621 28.2 3.674
113.4447 199.9621 28.3 3.674
113.4447 199.9621 28.4 3.674
113.4447 199.9621 28.5 3.674
113.4447 199.9621 28.6 3.674
113.4447 199.9621 28.7 3.674
113.4447 199.9621 28.8 3.674
113.4447 199.9621 28.9 3.674
113.4447 199.9621 29.0 3.674
113.4447 199.9621 29.1 3.674
113.4447 199.9621 29.2 3.937
113.4447 199.9621 29.3 3.937
113.4447 199.9621 29.4 3.937
113.4447 199.9621 29.5 3.937
113.4447 199.9621 29.6 3.937
113.4447 199.9621 29.7 3.937
113.4447 199.9621 29.8 3.937
113.4447 199.9621 29.9 3.937
113.4447 199.9621 30.0 3.937
113.4447 199.9621 30.1 3.937
113.4447 199.9621 30.2 3.937
113.4447 199.9621 30.3 3.937
113.4447 199.9621 30.4 3.937
113.4447 199.9621 30.5 3.937
113.4447 199.9621 30.6 3.937
113.4447 199.9621 30.7 3.937
113.4447 199.9621 30.8 3.937
113.4447 199.9621 30.9 3.937
113.4447 199.9621 31.0 3.937
113.4447 199.9621 31.1 3.937
113.4447 199.9621 31.2 3.937
113.4447 199.9621 31.3 3.937
113.4447 199.9621 31.4 3.937
113.4447 199.9621 31.5 3.937
113.4447 199.9621 31.6 3.937
113.4447 199.9621 31.7 3.937
113.4447 199.9621 31.8 3.937
113.4447 199.9621 31.9 3.937
113.4447 199.9621 32.0 3.937
113.4447 199.9621 32.1 3.937
113.4447 199.9621 32.2 3.937
113.4447 199.9621 32.3 3.937
113.4447 199.9621 32.4 3.937
113.4447 199.9621 32.5 3.937
113.4447 199.9621 32.6 3.937
113.4447 199.9621 32.7 3.937
113.4447 199.9621 32.8 3.937
113.4447 199.9621 32.9 3.937
113.4447 199.9621 33.0 3.937
113.4447 199.9621 33.1 3.937
113.4447 199.9621 33.2 3.937
113.4447 199.9621 33.3 3.937
113.4447 199.9621 33.4 3.937
113.4447 199.9621 33.5 3.937
113.4447 199.9621 33.6 3.937
113.4447 199.9621 33.7 3.937
113.4447 199.9621 33.8 3.937
113.4447 199.9621 33.9 3.937
113.4447 199.9621 34.0 3.937
113.4447 199.9621 34.1 3.937
113.4447 199.9621 34.2 3.937
113.4447 199.9621 34.3 3.937
113.4447 199.9621 34.4 3.937
113.4447 199.9621 34.5 3.937
113.4447 199.9621 34.6 3.937
113.4447 199.9621 34.7 3.937
113.4447 199.9621 34.8 3.937
113.4447 199.9621 34.9 3.937
113.4447 199.9621 35.0 3.937
113.4447 199.9621 35.1 3.937
113.4447 199.9621 35.2 3.937
113.4447 199.9621 35.3 3.937
113.4447 199.9621 35.4 3.937
113.4447 199.9621 35.5 3.937
113.4447 199.9621 35.6 3.937
113.4447 199.9621 35.7 3.937
113.4447 199.9621 35.8 3.937
113.4447 199.9621 35.9 3.937
113.4447 199.9621 36.0 3.937
113.4447 199.9621 36.1 3.937
113.4447 199.9621 36.2 3.937
113.4447 199.9621 36.3 3.937
113.4447 199.9621 36.4 3.937
113.4447 199.9621 36.5 3.937
113.4447 199.9621 36.6 3.937
113.4447 199.9621 36.7 3.937
113.4447 199.9621 36.8 3.937
113.4447 199.9621 36.9 3.937
113.4447 199.9621 37.0 3.937
113.4447 199.9621 37.1 3.937
113.4447 199.9621 37.2 3.937
113.4447 199.9621 37.3 3.937
113.4447 199.9621 37.4 3.937
113.4447 199.9621 37.5 3.937
113.4447 199.9621 37.6 3.937
113.4447 199.9621 37.7 3.937
113.4447 199.9621 37.8 3.937
113.4447 199.9621 37.9 3.937
113.4447 199.9621 38.0 3.937
113.4447 199.9621 38.1 3.937
113.4447 199.9621 38.2 3.937
113.4447 199.9621 38.3 3.937
113.4447 199.9621 38.4 3.937
113.4447 199.9621 38.5 3.937
113.4447 199.9621 38.6 3.937
113.4447 199.9621 38.7 3.937
113.4447 199.9621 38.8 3.937
113.4447 199.9621 38.9 3.937
113.4447 199.9621 39.0 3.937
113.4447 199.9621 39.1 3.937
113.4447 199.9621 39.2 3.937
113.4447 199.9621 39.3 3.937
113.4447 199.9621 39.4 3.937
113.4447 199.9621 39.5 3.937
113.4447 199.9621 39.6 3.937
113.4447 199.9621 39.7 3.937
113.4447 199.9621 39.8 3.937
113.4447 199.9621 39.9 3.937
113.4447 199.9621 40.0 3.937
113.4447 199.9621 40.1 3.937
113.4447 199.9621 40.2 3.937
113.4447 199.9621 40.3 3.937
113.4447 199.9621 40.4 3.937
113.4447 199.9621 40.5 3.937
113.4447 199.9621 40.6 3.937
113.4447 199.9621 40.7 3.937
113.4447 199.9621 40.8 3.937
113.4447 199.9621 40.9 3.937
113.4447 199.9621 41.0 3.937
113.4447 199.9621 41.1 3.937
113.4447 199.9621 41.2 3.937
113.4447 199.9621 41.3 3.937
113.4447 199.9621 41.4 3.937
113.4447 199.9621 41.5 3.937
113.4447 199.9621 41.6 3.937
113.4447 199.9621 41.7 3.937
113.4447 199.9621 41.8 3.937
113.4447 199.9621 41.9 3.937
113.4447 199.9621 42.0 3.937
113.4447 199.9621 42.1 4.174
113.4447 199.9621 42.2 4.174
113.4447 199.9621 42.3 4.174
113.4447 199.9621 42.4 4.174
113.4447 199.9621 42.5 4.174
113.4447 199.9621 42.6 4.174
113.4447 199.9621 42.7 4.174
113.4447 199.9621 42.8 4.174
113.4447 199.9621 42.9 4.174
113.4447 199.9621 43.0 4.174
113.4447 199.9621 43.1 4.174
113.4447 199.9621 43.2 4.174
113.4447 199.9621 43.3 4.174
113.4447 199.9621 43.4 4.174
113.4447 199.9621 43.5 4.174
113.4447 199.9621 43.6 4.174
113.4447 199.9621 43.7 4.174
113.4447 199.9621 43.8 4.174
113.4447 199.9621 43.9 4.174
113.4447 199.9621 44.0 4.174
113.4447 199.9621 44.1 4.174
113.4447 199.9621 44.2 4.174
113.4447 199.9621 44.3 4.174
113.4447 199.9621 44.4 4.174
113.4447 199.9621 44.5 4.174
113.4447 199.9621 44.6 4.174
113.4447 199.9621 44.7 4.174
113.4447 199.9621 44.8 4.174
113.4447 199.9621 44.9 4.174
113.4447 199.9621 45.0 4.174
113.4447 199.9621 45.1 4.174
113.4447 199.9621 45.2 4.174
113.4447 199.9621 45.3 4.174
113.4447 199.9621 45.4 4.174
113.4447 199.9621 45.5 4.174
113.4447 199.9621 45.6 4.174
113.4447 199.9621 45.7 4.174
113.4447 199.9621 45.8 4.174
113.4447 199.9621 45.9 4.174
113.4447 199.9621 46.0 4.174
113.4447 199.9621 46.1 4.174
113.4447 199.9621 46.2 4.174
113.4447 199.9621 46.3 4.174
113.4447 199.9621 46.4 4.174
113.4447 199.9621 46.5 4.174
113.4447 199.9621 46.6 4.174
113.4447 199.9621 46.7 4.174
113.4447 199.9621 46.8 4.174
113.4447 199.9621 46.9 4.174
113.4447 199.9621 47.0 4.174
113.4447 199.9621 47.1 4.174
113.4447 199.9621 47.2 4.174
113.4447 199.9621 47.3 4.174
113.4447 199.9621 47.4 4.174
113.4447 199.9621 47.5 4.174
113.4447 199.9621 47.6 4.174
113.4447 199.9621 47.7 4.174
113.4447 199.9621 47.8 4.174
113.4447 199.9621 47.9 4.174
113.4447 199.9621 48.0 4.174
113.4447 199.9621 48.1 4.174
113.4447 199.9621 48.2 4.174
113.4447 199.9621 48.3 4.174
113.4447 199.9621 48.4 4.174
113.4447 199.9621 48.5 4.174
113.4447 199.9621 48.6 4.174
113.4447 199.9621 48.7 4.174
113.4447 199.9621 48.8 4.174
113.4447 199.9621 48.9 4.174
113.4447 199.9621 49.0 4.174
113.4447 199.9621 49.1 4.174
113.4447 199.9621 49.2 4.174
113.4447 199.9621 49.3 4.174
113.4447 199.9621 49.4 4.174
113.4447 199.9621 49.5 4.174
113.4447 199.9621 49.6 4.174
113.4447 199.9621 49.7 4.174
113.4447 199.9621 49.8 4.174
113.4447 199.9621 49.9 4.174
113.4447 199.9621 50.0 4.174
113.4447 199.9621 50.1 4.174
113.4447 199.9621 50.2 4.174
113.4447 199.9621 50.3 4.174
113.4447 199.9621 50.4 4.174
113.4447 199.9621 50.5 4.174
113.4447 199.9621 50.6 4.174
113.4447 199.9621 50.7 4.174
113.4447 199.9621 50.8 4.174
113.4447 199.9621 50.9 4.174
113.4447 199.9621 51.0 4.174
113.4447 199.9621 51.1 4.174
113.4447 199.9621 51.2 4.174
113.4447 199.9621 51.3 4.174
113.4447 199.9621 51.4 4.174
113.4447 199.9621 51.5 4.174
113.4447 199.9621 51.6 4.174
113.4447 199.9621 51.7 4.174
113.4447 199.9621 51.8 4.174
113.4447 199.9621 51.9 4.174
113.4447 199.9621 52.0 4.174
113.4447 199.9621 52.1 4.174
113.4447 199.9621 52.2 4.174
113.4447 199.9621 52.3 4.174
113.4447 199.9621 52.4 4.174
113.4447 199.9621 52.5 4.174
113.4447 199.9621 52.6 4.174
113.4447 199.9621 52.7 4.174
113.4447 199.9621 52.8 4.174
113.4447 199.9621 52.9 4.174
113.4447 199.9621 53.0 4.174
113.4447 199.9621 53.1 4.174
113.4447 199.9621 53.2 4.174
113.4447 199.9621 53.3 4.174
113.4447 199.9621 53.4 4.174
113.4447 199.9621 53.5 4.174
113.4447 199.9621 53.6 4.174
113.4447 199.9621 53.7 4.174
113.4447 199.9621 53.8 4.174
113.4447 199.9621 53.9 4.174
113.4447 199.9621 54.0 4.174
113.4447 199.9621 54.1 4.174
113.4447 199.9621 54.2 4.174
113.4447 199.9621 54.3 4.174
113.4447 199.9621 54.4 4.174
113.4447 199.9621 54.5 4.174
113.4447 199.9621 54.6 4.174
113.4447 199.9621 54.7 4.174
113.4447 199.9621 54.8 4.174
113.4447 199.9621 54.9 4.174
113.4447 199.9621 55.0 4.174
113.4447 199.9621 55.1 4.174
113.4447 199.9621 55.2 4.174
113.4447 199.9621 55.3 4.174
113.4447 199.9621 55.4 4.174
113.4447 199.9621 55.5 4.174
113.4447 199.9621 55.6 4.174
113.4447 199.9621 55.7 4.174
113.4447 199.9621 55.8 4.174
113.4447 199.9621 55.9 4.592
113.4447 199.9621 56.0 4.592
113.4447 199.9621 56.1 4.592
113.4447 199.9621 56.2 4.592
113.4447 199.9621 56.3 4.592
113.4447 199.9621 56.4 4.592
113.4447 199.9621 56.5 4.592
113.4447 199.9621 56.6 4.592
113.4447 199.9621 56.7 4.592
113.4447 199.9621 56.8 4.592
113.4447 199.9621 56.9 4.592
113.4447 199.9621 57.0 4.592
113.4447 199.9621 57.1 4.592
113.4447 199.9621 57.2 4.592
113.4447 199.9621 57.3 4.592
113.4447 199.9621 57.4 4.592
113.4447 199.9621 57.5 4.592
113.4447 199.9621 57.6 4.592
113.4447 199.9621 57.7 4.592
113.4447 199.9621 57.8 4.592
113.4447 199.9621 57.9 4.592
113.4447 199.9621 58.0 4.592
113.4447 199.9621 58.1 4.592
113.4447 199.9621 58.2 4.592
113.4447 199.9621 58.3 4.592
113.4447 199.9621 58.4 4.592
113.4447 199.9621 58.5 4.592
113.4447 199.9621 58.6 4.592
113.4447 199.9621 58.7 4.592
113.4447 199.9621 58.8 4.592
113.4447 199.9621 58.9 4.592
113.4447 199.9621 59.0 4.592
113.4447 199.9621 59.1 4.592
113.4447 199.9621 59.2 4.592
113.4447 199.9621 59.3 4.592
113.4447 199.9621 59.4 4.592
113.4447 199.9621 59.5 4.592
113.4447 199.9621 59.6 4.592
113.4447 199.9621 59.7 4.592
113.4447 199.9621 59.8 4.592
113.4447 199.9621 59.9 4.592
113.4447 199.9621 60.0 4.592
113.4447 199.9621 60.1 4.592
113.4447 199.9621 60.2 4.592
113.4447 199.9621 60.3 4.592
113.4447 199.9621 60.4 4.592
113.4447 199.9621 60.5 4.592
113.4447 199.9621 60.6 4.592
113.4447 199.9621 60.7 4.592
113.4447 199.9621 60.8 4.592
113.4447 199.9621 60.9 4.592
113.4447 199.9621 61.0 4.592
113.4447 199.9621 61.1 4.592
113.4447 199.9621 61.2 4.592
113.4447 199.9621 61.3 4.592
113.4447 199.9621 61.4 4.592
113.4447 199.9621 61.5 4.592
113.4447 199.9621 61.6 4.592
113.4447 199.9621 61.7 4.592
113.4447 199.9621 61.8 4.592
113.4447 199.9621 61.9 4.592
113.4447 199.9621 62.0 4.592
113.4447 199.9621 62.1 4.592
113.4447 199.9621 62.2 4.592
113.4447 199.9621 62.3 4.592
113.4447 199.9621 62.4 4.592
113.4447 199.9621 62.5 4.592
113.4447 199.9621 62.6 4.592
113.4447 199.9621 62.7 4.592
113.4447 199.9621 62.8 4.592
113.4447 199.9621 62.9 4.592
113.4447 199.9621 63.0 4.592
113.4447 199.9621 63.1 4.592
113.4447 199.9621 63.2 4.592
113.4447 199.9621 63.3 4.592
113.4447 199.9621 63.4 4.592
113.4447 199.9621 63.5 4.592
113.4447 199.9621 63.6 4.592
113.4447 199.9621 63.7 4.592
113.4447 199.9621 63.8 4.592
113.4447 199.9621 63.9 4.592
113.4447 199.9621 64.0 4.592
113.4447 199.9621 64.1 4.592
113.4447 199.9621 64.2 4.592
113.4447 199.9621 64.3 4.592
113.4447 199.9621 64.4 4.592
113.4447 199.9621 64.5 4.592
113.4447 199.9621 64.6 4.592
113.4447 199.9621 64.7 4.592
113.4447 199.9621 64.8 4.592
113.4447 199.9621 64.9 4.592
113.4447 199.9621 65.0 4.592
113.4447 199.9621 65.1 4.592
113.4447 199.9621 65.2 4.592
113.4447 199.9621 65.3 4.592
113.4447 199.9621 65.4 4.592
113.4447 199.9621 65.5 4.592
113.4447 199.9621 65.6 4.592
113.4447 199.9621 65.7 4.592
113.4447 199.9621 65.8 4.592
113.4447 199.9621 65.9 4.592
113.4447 199.9621 66.0 4.592
113.4447 199.9621 66.1 4.592
113.4447 199.9621 66.2 4.592
113.4447 199.9621 66.3 4.592
113.4447 199.9621 66.4 4.592
113.4447 199.9621 66.5 4.592
113.4447 199.9621 66.6 4.592
113.4447 199.9621 66.7 4.592
113.4447 199.9621 66.8 4.592
113.4447 199.9621 66.9 4.592
113.4447 199.9621 67.0 4.592
113.4447 199.9621 67.1 4.592
113.4447 199.9621 67.2 4.592
113.4447 199.9621 67.3 4.592
113.4447 199.9621 67.4 4.592
113.4447 199.9621 67.5 4.592
113.4447 199.9621 67.6 4.592
113.4447 199.9621 67.7 4.592
113.4447 199.9621 67.8 4.592
113.4447 199.9621 67.9 4.592
113.4447 199.9621 68.0 4.592
113.4447 199.9621 68.1 4.592
113.4447 199.9621 68.2 4.592
113.4447 199.9621 68.3 4.592
113.4447 199.9621 68.4 4.592
113.4447 199.9621 68.5 4.592
113.4447 199.9621 68.6 4.592
113.4447 199.9621 68.7 4.592
113.4447 199.9621 68.8 4.592
113.4447 199.9621 68.9 4.592
113.4447 199.9621 69.0 4.592
113.4447 199.9621 69.1 4.592
113.4447 199.9621 69.2 4.592
113.4447 199.9621 69.3 4.592
113.4447 199.9621 69.4 4.592
113.4447 199.9621 69.5 4.592
113.4447 199.9621 69.6 4.592
113.4447 199.9621 69.7 4.592
113.4447 199.9621 69.8 4.592
113.4447 199.9621 69.9 4.592
113.4447 199.9621 70.0 4.592
21.9844 46.2572 -6.0 3.546
21.9844 46.2572 -5.9 3.546
21.9844 46.2572 -5.8 3.546
21.9844 46.2572 -5.7 3.546
21.9844 46.2572 -5.6 3.546
21.9844 46.2572 -5.5 3.546
21.9844 46.2572 -5.4 3.546
21.9844 46.2572 -5.3 3.546
21.9844 46.2572 -5.2 3.546
21.9844 46.2572 -5.1 3.546
21.9844 46.2572 -5.0 3.546
21.9844 46.2572 -4.9 3.546
21.9844 46.2572 -4.8 3.546
21.9844 46.2572 -4.7 3.546
21.9844 46.2572 -4.6 3.546
21.9844 46.2572 -4.5 3.546
21.9844 46.2572 -4.4 3.546
21.9844 46.2572 -4.3 3.546
21.9844 46.2572 -4.2 3.546
21.9844 46.2572 -4.1 3.546
21.9844 46.2572 -4.0 3.546
21.9844 46.2572 -3.9 3.546
21.9844 46.2572 -3.8 3.546
21.9844 46.2572 -3.7 3.546
21.9844 46.2572 -3.6 3.546
21.9844 46.2572 -3.5 3.546
21.9844 46.2572 -3.4 3.546
21.9844 46.2572 -3.3 3.546
21.9844 46.2572 -3.2 3.546
21.9844 46.2572 -3.1 3.546
21.9844 46.2572 -3.0 3.546
21.9844 46.2572 -2.9 3.546
21.9844 46.2572 -2.8 3.546
21.9844 46.2572 -2.7 3.546
21.9844 46.2572 -2.6 3.546
21.9844 46.2572 -2.5 3.546
21.9844 46.2572 -2.4 3.546
21.9844 46.2572 -2.3 3.546
21.9844 46.2572 -2.2 3.546
21.9844 46.2572 -2.1 3.546
21.9844 46.2572 -2.0 3.546
21.9844 46.2572 -1.9 3.546
21.9844 46.2572 -1.8 3.546
21.9844 46.2572 -1.7 3.546
21.9844 46.2572 -1.6 3.546
21.9844 46.2572 -1.5 3.546
21.9844 46.2572 -1.4 3.546
21.9844 46.2572 -1.3 3.546
21.9844 46.2572 -1.2 3.546
21.9844 46.2572 -1.1 3.546
21.9844 46.2572 -1.0 3.546
21.9844 46.2572 -0.9 3.546
21.9844 46.2572 -0.8 3.546
21.9844 46.2572 -0.7 3.546
21.9844 46.2572 -0.6 3.546
21.9844 46.2572 -0.5 3.546
21.9844 46.2572 -0.4 3.546
21.9844 46.2572 -0.3 3.546
21.9844 46.2572 -0.2 3.546
21.9844 46.2572 -0.1 3.546
21.9844 46.2572 0.0 3.546
21.9844 46.2572 0.1 3.546
21.9844 46.2572 0.2 3.546
21.9844 46.2572 0.3 3.546
21.9844 46.2572 0.4 3.546
21.9844 46.2572 0.5 3.546
21.9844 46.2572 0.6 3.546
