x y Depth Vs
417.4616 381.6693 40.9 3.938
417.4616 381.6693 41.0 3.938
417.4616 381.6693 41.1 3.938
417.4616 381.6693 41.2 3.938
417.4616 381.6693 41.3 3.938
417.4616 381.6693 41.4 3.938
417.4616 381.6693 41.5 3.938
417.4616 381.6693 41.6 3.938
417.4616 381.6693 41.7 3.938
417.4616 381.6693 41.8 3.938
417.4616 381.6693 41.9 3.938
417.4616 381.6693 42.0 3.938
417.4616 381.6693 42.1 3.938
417.4616 381.6693 42.2 3.938
417.4616 381.6693 42.3 3.938
417.4616 381.6693 42.4 3.938
417.4616 381.6693 42.5 4.38
417.4616 381.6693 42.6 4.38
417.4616 381.6693 42.7 4.38
417.4616 381.6693 42.8 4.38
417.4616 381.6693 42.9 4.38
417.4616 381.6693 43.0 4.38
417.4616 381.6693 43.1 4.38
417.4616 381.6693 43.2 4.38
417.4616 381.6693 43.3 4.38
417.4616 381.6693 43.4 4.38
417.4616 381.6693 43.5 4.38
417.4616 381.6693 43.6 4.38
417.4616 381.6693 43.7 4.38
417.4616 381.6693 43.8 4.38
417.4616 381.6693 43.9 4.38
417.4616 381.6693 44.0 4.38
417.4616 381.6693 44.1 4.38
417.4616 381.6693 44.2 4.38
417.4616 381.6693 44.3 4.38
417.4616 381.6693 44.4 4.38
417.4616 381.6693 44.5 4.38
417.4616 381.6693 44.6 4.38
417.4616 381.6693 44.7 4.38
417.4616 381.6693 44.8 4.38
417.4616 381.6693 44.9 4.38
417.4616 381.6693 45.0 4.38
417.4616 381.6693 45.1 4.38
417.4616 381.6693 45.2 4.38
417.4616 381.6693 45.3 4.38
417.4616 381.6693 45.4 4.38
417.4616 381.6693 45.5 4.38
417.4616 381.6693 45.6 4.38
417.4616 381.6693 45.7 4.38
417.4616 381.6693 45.8 4.38
417.4616 381.6693 45.9 4.38
417.4616 381.6693 46.0 4.38
417.4616 381.6693 46.1 4.38
417.4616 381.6693 46.2 4.38
417.4616 381.6693 46.3 4.38
417.4616 381.6693 46.4 4.38
417.4616 381.6693 46.5 4.38
417.4616 381.6693 46.6 4.38
417.4616 381.6693 46.7 4.38
417.4616 381.6693 46.8 4.38
417.4616 381.6693 46.9 4.38
417.4616 381.6693 47.0 4.38
417.4616 381.6693 47.1 4.38
417.4616 381.6693 47.2 4.38
417.4616 381.6693 47.3 4.38
417.4616 381.6693 47.4 4.38
417.4616 381.6693 47.5 4.38
417.4616 381.6693 47.6 4.38
417.4616 381.6693 47.7 4.38
417.4616 381.6693 47.8 4.38
417.4616 381.6693 47.9 4.38
417.4616 381.6693 48.0 4.38
417.4616 381.6693 48.1 4.38
417.4616 381.6693 48.2 4.38
417.4616 381.6693 48.3 4.38
417.4616 381.6693 48.4 4.38
417.4616 381.6693 48.5 4.38
417.4616 381.6693 48.6 4.38
417.4616 381.6693 48.7 4.38
417.4616 381.6693 48.8 4.38
417.4616 381.6693 48.9 4.38
417.4616 381.6693 49.0 4.38
417.4616 381.6693 49.1 4.38
417.4616 381.6693 49.2 4.38
417.4616 381.6693 49.3 4.38
417.4616 381.6693 49.4 4.38
417.4616 381.6693 49.5 4.38
417.4616 381.6693 49.6 4.38
417.4616 381.6693 49.7 4.38
417.4616 381.6693 49.8 4.38
417.4616 381.6693 49.9 4.38
417.4616 381.6693 50.0 4.38
417.4616 381.6693 50.1 4.38
417.4616 381.6693 50.2 4.38
417.4616 381.6693 50.3 4.38
417.4616 381.6693 50.4 4.38
417.4616 381.6693 50.5 4.38
417.4616 381.6693 50.6 4.38
417.4616 381.6693 50.7 4.38
417.4616 381.6693 50.8 4.38
417.4616 381.6693 50.9 4.38
417.4616 381.6693 51.0 4.38
417.4616 381.6693 51.1 4.38
417.4616 381.6693 51.2 4.38
417.4616 381.6693 51.3 4.38
417.4616 381.6693 51.4 4.38
417.4616 381.6693 51.5 4.38
417.4616 381.6693 51.6 4.38
417.4616 381.6693 51.7 4.38
417.4616 381.6693 51.8 4.38
417.4616 381.6693 51.9 4.38
417.4616 381.6693 52.0 4.38
417.4616 381.6693 52.1 4.38
417.4616 381.6693 52.2 4.38
417.4616 381.6693 52.3 4.38
417.4616 381.6693 52.4 4.38
417.4616 381.6693 52.5 4.38
417.4616 381.6693 52.6 4.38
417.4616 381.6693 52.7 4.38
417.4616 381.6693 52.8 4.38
417.4616 381.6693 52.9 4.38
417.4616 381.6693 53.0 4.38
417.4616 381.6693 53.1 4.38
417.4616 381.6693 53.2 4.38
417.4616 381.6693 53.3 4.38
417.4616 381.6693 53.4 4.38
417.4616 381.6693 53.5 4.38
417.4616 381.6693 53.6 4.38
417.4616 381.6693 53.7 4.38
417.4616 381.6693 53.8 4.38
417.4616 381.6693 53.9 4.38
417.4616 381.6693 54.0 4.38
417.4616 381.6693 54.1 4.38
417.4616 381.6693 54.2 4.38
417.4616 381.6693 54.3 4.38
417.4616 381.6693 54.4 4.38
417.4616 381.6693 54.5 4.38
417.4616 381.6693 54.6 4.38
417.4616 381.6693 54.7 4.38
417.4616 381.6693 54.8 4.38
417.4616 381.6693 54.9 4.38
417.4616 381.6693 55.0 4.38
417.4616 381.6693 55.1 4.38
417.4616 381.6693 55.2 4.38
417.4616 381.6693 55.3 4.38
417.4616 381.6693 55.4 4.38
417.4616 381.6693 55.5 4.38
417.4616 381.6693 55.6 4.707
417.4616 381.6693 55.7 4.707
417.4616 381.6693 55.8 4.707
417.4616 381.6693 55.9 4.707
417.4616 381.6693 56.0 4.707
417.4616 381.6693 56.1 4.707
417.4616 381.6693 56.2 4.707
417.4616 381.6693 56.3 4.707
417.4616 381.6693 56.4 4.707
417.4616 381.6693 56.5 4.707
417.4616 381.6693 56.6 4.707
417.4616 381.6693 56.7 4.707
417.4616 381.6693 56.8 4.707
417.4616 381.6693 56.9 4.707
417.4616 381.6693 57.0 4.707
417.4616 381.6693 57.1 4.707
417.4616 381.6693 57.2 4.707
417.4616 381.6693 57.3 4.707
417.4616 381.6693 57.4 4.707
417.4616 381.6693 57.5 4.707
417.4616 381.6693 57.6 4.707
417.4616 381.6693 57.7 4.707
417.4616 381.6693 57.8 4.707
417.4616 381.6693 57.9 4.707
417.4616 381.6693 58.0 4.707
417.4616 381.6693 58.1 4.707
417.4616 381.6693 58.2 4.707
417.4616 381.6693 58.3 4.707
417.4616 381.6693 58.4 4.707
417.4616 381.6693 58.5 4.707
417.4616 381.6693 58.6 4.707
417.4616 381.6693 58.7 4.707
417.4616 381.6693 58.8 4.707
417.4616 381.6693 58.9 4.707
417.4616 381.6693 59.0 4.707
417.4616 381.6693 59.1 4.707
417.4616 381.6693 59.2 4.707
417.4616 381.6693 59.3 4.707
417.4616 381.6693 59.4 4.707
417.4616 381.6693 59.5 4.707
417.4616 381.6693 59.6 4.707
417.4616 381.6693 59.7 4.707
417.4616 381.6693 59.8 4.707
417.4616 381.6693 59.9 4.707
417.4616 381.6693 60.0 4.707
417.4616 381.6693 60.1 4.707
417.4616 381.6693 60.2 4.707
417.4616 381.6693 60.3 4.707
417.4616 381.6693 60.4 4.707
417.4616 381.6693 60.5 4.707
417.4616 381.6693 60.6 4.707
417.4616 381.6693 60.7 4.707
417.4616 381.6693 60.8 4.707
417.4616 381.6693 60.9 4.707
417.4616 381.6693 61.0 4.707
417.4616 381.6693 61.1 4.707
417.4616 381.6693 61.2 4.707
417.4616 381.6693 61.3 4.707
417.4616 381.6693 61.4 4.707
417.4616 381.6693 61.5 4.707
417.4616 381.6693 61.6 4.707
417.4616 381.6693 61.7 4.707
417.4616 381.6693 61.8 4.707
417.4616 381.6693 61.9 4.707
417.4616 381.6693 62.0 4.707
417.4616 381.6693 62.1 4.707
417.4616 381.6693 62.2 4.707
417.4616 381.6693 62.3 4.707
417.4616 381.6693 62.4 4.707
417.4616 381.6693 62.5 4.707
417.4616 381.6693 62.6 4.707
417.4616 381.6693 62.7 4.707
417.4616 381.6693 62.8 4.707
417.4616 381.6693 62.9 4.707
417.4616 381.6693 63.0 4.707
417.4616 381.6693 63.1 4.707
417.4616 381.6693 63.2 4.707
417.4616 381.6693 63.3 4.707
417.4616 381.6693 63.4 4.707
417.4616 381.6693 63.5 4.707
417.4616 381.6693 63.6 4.707
417.4616 381.6693 63.7 4.707
417.4616 381.6693 63.8 4.707
417.4616 381.6693 63.9 4.707
417.4616 381.6693 64.0 4.707
417.4616 381.6693 64.1 4.707
417.4616 381.6693 64.2 4.707
417.4616 381.6693 64.3 4.707
417.4616 381.6693 64.4 4.707
417.4616 381.6693 64.5 4.707
417.4616 381.6693 64.6 4.707
417.4616 381.6693 64.7 4.707
417.4616 381.6693 64.8 4.707
417.4616 381.6693 64.9 4.707
417.4616 381.6693 65.0 4.707
417.4616 381.6693 65.1 4.707
417.4616 381.6693 65.2 4.707
417.4616 381.6693 65.3 4.707
417.4616 381.6693 65.4 4.707
417.4616 381.6693 65.5 4.707
417.4616 381.6693 65.6 4.707
417.4616 381.6693 65.7 4.707
417.4616 381.6693 65.8 4.707
417.4616 381.6693 65.9 4.707
417.4616 381.6693 66.0 4.707
417.4616 381.6693 66.1 4.707
417.4616 381.6693 66.2 4.707
417.4616 381.6693 66.3 4.707
417.4616 381.6693 66.4 4.707
417.4616 381.6693 66.5 4.707
417.4616 381.6693 66.6 4.707
417.4616 381.6693 66.7 4.707
417.4616 381.6693 66.8 4.707
417.4616 381.6693 66.9 4.707
417.4616 381.6693 67.0 4.707
417.4616 381.6693 67.1 4.707
417.4616 381.6693 67.2 4.707
417.4616 381.6693 67.3 4.707
417.4616 381.6693 67.4 4.707
417.4616 381.6693 67.5 4.707
417.4616 381.6693 67.6 4.707
417.4616 381.6693 67.7 4.707
417.4616 381.6693 67.8 4.707
417.4616 381.6693 67.9 4.707
417.4616 381.6693 68.0 4.707
417.4616 381.6693 68.1 4.707
417.4616 381.6693 68.2 4.707
417.4616 381.6693 68.3 4.707
417.4616 381.6693 68.4 4.707
417.4616 381.6693 68.5 4.707
417.4616 381.6693 68.6 4.707
417.4616 381.6693 68.7 4.707
417.4616 381.6693 68.8 4.707
417.4616 381.6693 68.9 4.707
417.4616 381.6693 69.0 4.707
417.4616 381.6693 69.1 4.707
417.4616 381.6693 69.2 4.707
417.4616 381.6693 69.3 4.707
417.4616 381.6693 69.4 4.707
417.4616 381.6693 69.5 4.707
417.4616 381.6693 69.6 4.707
417.4616 381.6693 69.7 4.707
417.4616 381.6693 69.8 4.707
417.4616 381.6693 69.9 4.707
417.4616 381.6693 70.0 4.707
390.3609 340.2014 -6.0 3.457
390.3609 340.2014 -5.9 3.457
390.3609 340.2014 -5.8 3.457
390.3609 340.2014 -5.7 3.457
390.3609 340.2014 -5.6 3.457
390.3609 340.2014 -5.5 3.457
390.3609 340.2014 -5.4 3.457
390.3609 340.2014 -5.3 3.457
390.3609 340.2014 -5.2 3.457
390.3609 340.2014 -5.1 3.457
390.3609 340.2014 -5.0 3.457
390.3609 340.2014 -4.9 3.457
390.3609 340.2014 -4.8 3.457
390.3609 340.2014 -4.7 3.457
390.3609 340.2014 -4.6 3.457
390.3609 340.2014 -4.5 3.457
390.3609 340.2014 -4.4 3.457
390.3609 340.2014 -4.3 3.457
390.3609 340.2014 -4.2 3.457
390.3609 340.2014 -4.1 3.457
390.3609 340.2014 -4.0 3.457
390.3609 340.2014 -3.9 3.457
390.3609 340.2014 -3.8 3.457
390.3609 340.2014 -3.7 3.457
390.3609 340.2014 -3.6 3.457
390.3609 340.2014 -3.5 3.457
390.3609 340.2014 -3.4 3.457
390.3609 340.2014 -3.3 3.457
390.3609 340.2014 -3.2 3.457
390.3609 340.2014 -3.1 3.457
390.3609 340.2014 -3.0 3.457
390.3609 340.2014 -2.9 3.457
390.3609 340.2014 -2.8 3.457
390.3609 340.2014 -2.7 3.457
390.3609 340.2014 -2.6 3.457
390.3609 340.2014 -2.5 3.457
390.3609 340.2014 -2.4 3.457
390.3609 340.2014 -2.3 3.457
390.3609 340.2014 -2.2 3.457
390.3609 340.2014 -2.1 3.457
390.3609 340.2014 -2.0 3.457
390.3609 340.2014 -1.9 3.457
390.3609 340.2014 -1.8 3.457
390.3609 340.2014 -1.7 3.457
390.3609 340.2014 -1.6 3.457
390.3609 340.2014 -1.5 3.457
390.3609 340.2014 -1.4 3.457
390.3609 340.2014 -1.3 3.457
390.3609 340.2014 -1.2 3.457
390.3609 340.2014 -1.1 3.457
390.3609 340.2014 -1.0 3.457
390.3609 340.2014 -0.9 3.457
390.3609 340.2014 -0.8 3.457
390.3609 340.2014 -0.7 3.457
390.3609 340.2014 -0.6 3.457
390.3609 340.2014 -0.5 3.457
390.3609 340.2014 -0.4 3.457
390.3609 340.2014 -0.3 3.457
390.3609 340.2014 -0.2 3.457
390.3609 340.2014 -0.1 3.457
390.3609 340.2014 0.0 3.457
390.3609 340.2014 0.1 3.457
390.3609 340.2014 0.2 3.457
390.3609 340.2014 0.3 3.457
390.3609 340.2014 0.4 3.457
390.3609 340.2014 0.5 3.457
390.3609 340.2014 0.6 3.457
390.3609 340.2014 0.7 3.457
390.3609 340.2014 0.8 3.457
390.3609 340.2014 0.9 3.457
390.3609 340.2014 1.0 3.457
390.3609 340.2014 1.1 3.457
390.3609 340.2014 1.2 3.457
390.3609 340.2014 1.3 3.457
390.3609 340.2014 1.4 3.457
390.3609 340.2014 1.5 3.457
390.3609 340.2014 1.6 3.457
390.3609 340.2014 1.7 3.457
390.3609 340.2014 1.8 3.457
390.3609 340.2014 1.9 3.457
390.3609 340.2014 2.0 3.457
390.3609 340.2014 2.1 3.457
390.3609 340.2014 2.2 3.457
390.3609 340.2014 2.3 3.457
390.3609 340.2014 2.4 3.457
390.3609 340.2014 2.5 3.457
390.3609 340.2014 2.6 3.457
390.3609 340.2014 2.7 3.457
390.3609 340.2014 2.8 3.457
390.3609 340.2014 2.9 3.457
390.3609 340.2014 3.0 3.457
390.3609 340.2014 3.1 3.457
390.3609 340.2014 3.2 3.457
390.3609 340.2014 3.3 3.457
390.3609 340.2014 3.4 3.457
390.3609 340.2014 3.5 3.457
390.3609 340.2014 3.6 3.457
390.3609 340.2014 3.7 3.457
390.3609 340.2014 3.8 3.457
390.3609 340.2014 3.9 3.457
390.3609 340.2014 4.0 3.457
390.3609 340.2014 4.1 3.457
390.3609 340.2014 4.2 3.457
390.3609 340.2014 4.3 3.457
390.3609 340.2014 4.4 3.457
390.3609 340.2014 4.5 3.457
390.3609 340.2014 4.6 3.457
390.3609 340.2014 4.7 3.457
390.3609 340.2014 4.8 3.457
390.3609 340.2014 4.9 3.457
390.3609 340.2014 5.0 3.457
390.3609 340.2014 5.1 3.457
390.3609 340.2014 5.2 3.457
390.3609 340.2014 5.3 3.457
390.3609 340.2014 5.4 3.457
390.3609 340.2014 5.5 3.457
390.3609 340.2014 5.6 3.457
390.3609 340.2014 5.7 3.457
390.3609 340.2014 5.8 3.457
390.3609 340.2014 5.9 3.457
390.3609 340.2014 6.0 3.53
390.3609 340.2014 6.1 3.53
390.3609 340.2014 6.2 3.53
390.3609 340.2014 6.3 3.53
390.3609 340.2014 6.4 3.53
390.3609 340.2014 6.5 3.53
390.3609 340.2014 6.6 3.53
390.3609 340.2014 6.7 3.53
390.3609 340.2014 6.8 3.53
390.3609 340.2014 6.9 3.53
390.3609 340.2014 7.0 3.53
390.3609 340.2014 7.1 3.53
390.3609 340.2014 7.2 3.53
390.3609 340.2014 7.3 3.53
390.3609 340.2014 7.4 3.53
390.3609 340.2014 7.5 3.53
390.3609 340.2014 7.6 3.53
390.3609 340.2014 7.7 3.53
390.3609 340.2014 7.8 3.53
390.3609 340.2014 7.9 3.53
390.3609 340.2014 8.0 3.53
390.3609 340.2014 8.1 3.53
390.3609 340.2014 8.2 3.53
390.3609 340.2014 8.3 3.53
390.3609 340.2014 8.4 3.53
390.3609 340.2014 8.5 3.53
390.3609 340.2014 8.6 3.53
390.3609 340.2014 8.7 3.53
390.3609 340.2014 8.8 3.53
390.3609 340.2014 8.9 3.53
390.3609 340.2014 9.0 3.53
390.3609 340.2014 9.1 3.53
390.3609 340.2014 9.2 3.53
390.3609 340.2014 9.3 3.53
390.3609 340.2014 9.4 3.53
390.3609 340.2014 9.5 3.53
390.3609 340.2014 9.6 3.53
390.3609 340.2014 9.7 3.53
390.3609 340.2014 9.8 3.53
390.3609 340.2014 9.9 3.53
390.3609 340.2014 10.0 3.53
390.3609 340.2014 10.1 3.53
390.3609 340.2014 10.2 3.53
390.3609 340.2014 10.3 3.53
390.3609 340.2014 10.4 3.53
390.3609 340.2014 10.5 3.53
390.3609 340.2014 10.6 3.53
390.3609 340.2014 10.7 3.53
390.3609 340.2014 10.8 3.53
390.3609 340.2014 10.9 3.53
390.3609 340.2014 11.0 3.53
390.3609 340.2014 11.1 3.53
390.3609 340.2014 11.2 3.53
390.3609 340.2014 11.3 3.53
390.3609 340.2014 11.4 3.53
390.3609 340.2014 11.5 3.53
390.3609 340.2014 11.6 3.53
390.3609 340.2014 11.7 3.53
390.3609 340.2014 11.8 3.53
390.3609 340.2014 11.9 3.53
390.3609 340.2014 12.0 3.53
390.3609 340.2014 12.1 3.53
390.3609 340.2014 12.2 3.53
390.3609 340.2014 12.3 3.53
390.3609 340.2014 12.4 3.53
390.3609 340.2014 12.5 3.53
390.3609 340.2014 12.6 3.53
390.3609 340.2014 12.7 3.53
390.3609 340.2014 12.8 3.53
390.3609 340.2014 12.9 3.53
390.3609 340.2014 13.0 3.53
390.3609 340.2014 13.1 3.53
390.3609 340.2014 13.2 3.53
390.3609 340.2014 13.3 3.53
390.3609 340.2014 13.4 3.53
390.3609 340.2014 13.5 3.53
390.3609 340.2014 13.6 3.53
390.3609 340.2014 13.7 3.53
390.3609 340.2014 13.8 3.53
390.3609 340.2014 13.9 3.53
390.3609 340.2014 14.0 3.53
390.3609 340.2014 14.1 3.53
390.3609 340.2014 14.2 3.53
390.3609 340.2014 14.3 3.53
390.3609 340.2014 14.4 3.53
390.3609 340.2014 14.5 3.53
390.3609 340.2014 14.6 3.53
390.3609 340.2014 14.7 3.53
390.3609 340.2014 14.8 3.53
390.3609 340.2014 14.9 3.53
390.3609 340.2014 15.0 3.53
390.3609 340.2014 15.1 3.72
390.3609 340.2014 15.2 3.72
390.3609 340.2014 15.3 3.72
390.3609 340.2014 15.4 3.72
390.3609 340.2014 15.5 3.72
390.3609 340.2014 15.6 3.72
390.3609 340.2014 15.7 3.72
390.3609 340.2014 15.8 3.72
390.3609 340.2014 15.9 3.72
390.3609 340.2014 16.0 3.72
390.3609 340.2014 16.1 3.72
390.3609 340.2014 16.2 3.72
390.3609 340.2014 16.3 3.72
390.3609 340.2014 16.4 3.72
390.3609 340.2014 16.5 3.72
390.3609 340.2014 16.6 3.72
390.3609 340.2014 16.7 3.72
390.3609 340.2014 16.8 3.72
390.3609 340.2014 16.9 3.72
390.3609 340.2014 17.0 3.72
390.3609 340.2014 17.1 3.72
390.3609 340.2014 17.2 3.72
390.3609 340.2014 17.3 3.72
390.3609 340.2014 17.4 3.72
390.3609 340.2014 17.5 3.72
390.3609 340.2014 17.6 3.72
390.3609 340.2014 17.7 3.72
390.3609 340.2014 17.8 3.72
390.3609 340.2014 17.9 3.72
390.3609 340.2014 18.0 3.72
390.3609 340.2014 18.1 3.72
390.3609 340.2014 18.2 3.72
390.3609 340.2014 18.3 3.72
390.3609 340.2014 18.4 3.72
390.3609 340.2014 18.5 3.72
390.3609 340.2014 18.6 3.72
390.3609 340.2014 18.7 3.72
390.3609 340.2014 18.8 3.72
390.3609 340.2014 18.9 3.72
390.3609 340.2014 19.0 3.72
390.3609 340.2014 19.1 3.72
390.3609 340.2014 19.2 3.72
390.3609 340.2014 19.3 3.72
390.3609 340.2014 19.4 3.72
390.3609 340.2014 19.5 3.72
390.3609 340.2014 19.6 3.72
390.3609 340.2014 19.7 3.72
390.3609 340.2014 19.8 3.72
390.3609 340.2014 19.9 3.72
390.3609 340.2014 20.0 3.72
390.3609 340.2014 20.1 3.72
390.3609 340.2014 20.2 3.72
390.3609 340.2014 20.3 3.72
390.3609 340.2014 20.4 3.72
390.3609 340.2014 20.5 3.72
390.3609 340.2014 20.6 3.72
390.3609 340.2014 20.7 3.927
390.3609 340.2014 20.8 3.927
390.3609 340.2014 20.9 3.927
390.3609 340.2014 21.0 3.927
390.3609 340.2014 21.1 3.927
390.3609 340.2014 21.2 3.927
390.3609 340.2014 21.3 3.927
390.3609 340.2014 21.4 3.927
390.3609 340.2014 21.5 3.927
390.3609 340.2014 21.6 3.927
390.3609 340.2014 21.7 3.927
390.3609 340.2014 21.8 3.927
390.3609 340.2014 21.9 3.927
390.3609 340.2014 22.0 3.927
390.3609 340.2014 22.1 3.927
390.3609 340.2014 22.2 3.927
390.3609 340.2014 22.3 3.927
390.3609 340.2014 22.4 3.927
390.3609 340.2014 22.5 3.927
390.3609 340.2014 22.6 3.927
390.3609 340.2014 22.7 3.927
390.3609 340.2014 22.8 3.927
390.3609 340.2014 22.9 3.927
390.3609 340.2014 23.0 3.927
390.3609 340.2014 23.1 3.927
390.3609 340.2014 23.2 3.927
390.3609 340.2014 23.3 3.927
390.3609 340.2014 23.4 3.927
390.3609 340.2014 23.5 3.927
390.3609 340.2014 23.6 3.927
390.3609 340.2014 23.7 3.927
390.3609 340.2014 23.8 3.927
390.3609 340.2014 23.9 3.927
390.3609 340.2014 24.0 3.927
390.3609 340.2014 24.1 3.927
390.3609 340.2014 24.2 3.927
390.3609 340.2014 24.3 3.927
390.3609 340.2014 24.4 3.927
390.3609 340.2014 24.5 3.927
390.3609 340.2014 24.6 3.927
390.3609 340.2014 24.7 3.927
390.3609 340.2014 24.8 3.927
390.3609 340.2014 24.9 3.927
390.3609 340.2014 25.0 3.927
390.3609 340.2014 25.1 3.927
390.3609 340.2014 25.2 3.927
390.3609 340.2014 25.3 3.927
390.3609 340.2014 25.4 3.927
390.3609 340.2014 25.5 3.927
390.3609 340.2014 25.6 3.927
390.3609 340.2014 25.7 3.927
390.3609 340.2014 25.8 3.927
390.3609 340.2014 25.9 3.927
390.3609 340.2014 26.0 3.927
390.3609 340.2014 26.1 3.927
390.3609 340.2014 26.2 3.927
390.3609 340.2014 26.3 3.927
390.3609 340.2014 26.4 3.927
390.3609 340.2014 26.5 3.927
390.3609 340.2014 26.6 3.927
390.3609 340.2014 26.7 3.927
390.3609 340.2014 26.8 3.927
390.3609 340.2014 26.9 3.927
390.3609 340.2014 27.0 3.927
390.3609 340.2014 27.1 3.927
390.3609 340.2014 27.2 3.927
390.3609 340.2014 27.3 3.927
390.3609 340.2014 27.4 3.927
390.3609 340.2014 27.5 3.927
390.3609 340.2014 27.6 3.927
390.3609 340.2014 27.7 3.927
390.3609 340.2014 27.8 3.927
390.3609 340.2014 27.9 3.927
390.3609 340.2014 28.0 3.927
390.3609 340.2014 28.1 3.927
390.3609 340.2014 28.2 3.927
390.3609 340.2014 28.3 3.927
390.3609 340.2014 28.4 3.927
390.3609 340.2014 28.5 3.927
390.3609 340.2014 28.6 3.927
390.3609 340.2014 28.7 3.927
390.3609 340.2014 28.8 3.927
390.3609 340.2014 28.9 3.927
390.3609 340.2014 29.0 3.927
390.3609 340.2014 29.1 3.927
390.3609 340.2014 29.2 3.927
390.3609 340.2014 29.3 3.927
390.3609 340.2014 29.4 3.927
390.3609 340.2014 29.5 3.927
390.3609 340.2014 29.6 3.927
390.3609 340.2014 29.7 3.927
390.3609 340.2014 29.8 3.927
390.3609 340.2014 29.9 3.927
390.3609 340.2014 30.0 3.927
390.3609 340.2014 30.1 3.927
390.3609 340.2014 30.2 3.927
390.3609 340.2014 30.3 3.927
390.3609 340.2014 30.4 3.927
390.3609 340.2014 30.5 3.927
390.3609 340.2014 30.6 3.927
390.3609 340.2014 30.7 3.927
390.3609 340.2014 30.8 3.927
390.3609 340.2014 30.9 3.927
390.3609 340.2014 31.0 3.927
390.3609 340.2014 31.1 3.927
390.3609 340.2014 31.2 3.927
390.3609 340.2014 31.3 3.927
390.3609 340.2014 31.4 3.927
390.3609 340.2014 31.5 3.927
390.3609 340.2014 31.6 3.927
390.3609 340.2014 31.7 3.927
390.3609 340.2014 31.8 3.927
390.3609 340.2014 31.9 3.927
390.3609 340.2014 32.0 3.927
390.3609 340.2014 32.1 3.927
390.3609 340.2014 32.2 3.927
390.3609 340.2014 32.3 3.927
390.3609 340.2014 32.4 3.927
390.3609 340.2014 32.5 3.927
390.3609 340.2014 32.6 3.927
390.3609 340.2014 32.7 3.927
390.3609 340.2014 32.8 3.927
390.3609 340.2014 32.9 3.927
390.3609 340.2014 33.0 3.927
390.3609 340.2014 33.1 3.927
390.3609 340.2014 33.2 3.927
390.3609 340.2014 33.3 3.927
390.3609 340.2014 33.4 3.927
390.3609 340.2014 33.5 3.927
390.3609 340.2014 33.6 3.927
390.3609 340.2014 33.7 3.927
390.3609 340.2014 33.8 3.927
390.3609 340.2014 33.9 3.927
390.3609 340.2014 34.0 3.927
390.3609 340.2014 34.1 3.927
390.3609 340.2014 34.2 3.927
390.3609 340.2014 34.3 3.927
390.3609 340.2014 34.4 3.927
390.3609 340.2014 34.5 3.927
390.3609 340.2014 34.6 3.927
390.3609 340.2014 34.7 3.927
390.3609 340.2014 34.8 3.927
390.3609 340.2014 34.9 3.927
390.3609 340.2014 35.0 3.927
390.3609 340.2014 35.1 3.927
390.3609 340.2014 35.2 3.927
390.3609 340.2014 35.3 3.927
390.3609 340.2014 35.4 3.927
390.3609 340.2014 35.5 3.927
390.3609 340.2014 35.6 3.927
390.3609 340.2014 35.7 3.927
390.3609 340.2014 35.8 3.927
390.3609 340.2014 35.9 3.927
390.3609 340.2014 36.0 3.927
390.3609 340.2014 36.1 3.927
390.3609 340.2014 36.2 3.927
390.3609 340.2014 36.3 3.927
390.3609 340.2014 36.4 3.927
390.3609 340.2014 36.5 3.927
390.3609 340.2014 36.6 3.927
390.3609 340.2014 36.7 3.927
390.3609 340.2014 36.8 3.927
390.3609 340.2014 36.9 3.927
390.3609 340.2014 37.0 3.927
390.3609 340.2014 37.1 3.927
390.3609 340.2014 37.2 3.927
390.3609 340.2014 37.3 3.927
390.3609 340.2014 37.4 3.927
390.3609 340.2014 37.5 3.927
390.3609 340.2014 37.6 3.927
390.3609 340.2014 37.7 3.927
390.3609 340.2014 37.8 3.927
390.3609 340.2014 37.9 3.927
390.3609 340.2014 38.0 3.927
390.3609 340.2014 38.1 3.927
390.3609 340.2014 38.2 3.927
390.3609 340.2014 38.3 3.927
390.3609 340.2014 38.4 3.927
390.3609 340.2014 38.5 3.927
390.3609 340.2014 38.6 3.927
390.3609 340.2014 38.7 3.927
390.3609 340.2014 38.8 3.927
390.3609 340.2014 38.9 3.927
390.3609 340.2014 39.0 3.927
390.3609 340.2014 39.1 3.927
390.3609 340.2014 39.2 3.927
390.3609 340.2014 39.3 3.927
390.3609 340.2014 39.4 3.927
390.3609 340.2014 39.5 4.139
390.3609 340.2014 39.6 4.139
390.3609 340.2014 39.7 4.139
390.3609 340.2014 39.8 4.139
390.3609 340.2014 39.9 4.139
390.3609 340.2014 40.0 4.139
390.3609 340.2014 40.1 4.139
390.3609 340.2014 40.2 4.139
390.3609 340.2014 40.3 4.139
390.3609 340.2014 40.4 4.139
390.3609 340.2014 40.5 4.139
390.3609 340.2014 40.6 4.139
390.3609 340.2014 40.7 4.139
390.3609 340.2014 40.8 4.139
390.3609 340.2014 40.9 4.139
390.3609 340.2014 41.0 4.139
390.3609 340.2014 41.1 4.139
390.3609 340.2014 41.2 4.139
390.3609 340.2014 41.3 4.139
390.3609 340.2014 41.4 4.139
390.3609 340.2014 41.5 4.139
390.3609 340.2014 41.6 4.139
390.3609 340.2014 41.7 4.139
390.3609 340.2014 41.8 4.139
390.3609 340.2014 41.9 4.139
390.3609 340.2014 42.0 4.139
