,Scale,NNb,RMSE
1392,38.0,86.0,0.07880963057570606
1393,38.0,88.0,0.07975331377305389
1394,38.0,90.0,0.08067894797024787
1395,38.0,92.0,0.08160861256993868
1396,38.0,94.0,0.08250094082826845
1397,38.0,96.0,0.08336793578610899
1398,38.0,98.0,0.08419411411662739
1399,38.0,100.0,0.08498314404397753
1400,38.0,102.0,0.08576005086975702
1401,38.0,104.0,0.08647739237214638
1402,38.0,106.0,0.08720828782087349
1403,38.0,108.0,0.08793224796014208
1404,38.0,110.0,0.08862121122335101
1405,38.0,112.0,0.08930488463015812
1406,38.0,114.0,0.089972202655478
1407,38.0,116.0,0.09061224477896561
1408,38.0,118.0,0.09122002630455459
1409,38.0,120.0,0.09184549996573385
1410,38.0,122.0,0.09248177401861293
1411,38.0,124.0,0.09310322865688866
1412,38.0,126.0,0.09370679226954334
1413,38.0,128.0,0.0942795314115664
1414,38.0,130.0,0.09484936122914749
1415,38.0,132.0,0.0954233201895371
1416,38.0,134.0,0.0959689581136511
1417,38.0,136.0,0.09650755298434563
1418,38.0,138.0,0.09704996135468075
1419,38.0,140.0,0.09755554394219479
1420,38.0,142.0,0.09805294274279086
1421,38.0,144.0,0.09856450735998434
1422,38.0,146.0,0.09905293475874966
1423,38.0,148.0,0.09955668905350464
1424,38.0,150.0,0.10002960494141103
1425,40.0,2.0,0.01996861814796651
1426,40.0,4.0,0.021383965825887426
1427,40.0,6.0,0.022202487804499377
1428,40.0,8.0,0.023539246048800064
1429,40.0,10.0,0.024549239789619842
1430,40.0,12.0,0.025630292490816692
1431,40.0,14.0,0.026563915172786123
1432,40.0,16.0,0.027665530348380048
1433,40.0,18.0,0.029087078811811194
1434,40.0,20.0,0.031035686255008153
1435,40.0,22.0,0.0333968804192995
1436,40.0,24.0,0.03568787382993519
1437,40.0,26.0,0.03771738940218523
1438,40.0,28.0,0.039382606136655625
1439,40.0,30.0,0.041011822051207375
1440,40.0,32.0,0.042644509544158375
1441,40.0,34.0,0.044158424764146435
1442,40.0,36.0,0.045819079443079364
1443,40.0,38.0,0.04755338652018626
1444,40.0,40.0,0.049380170056921524
1445,40.0,42.0,0.05129119410991606
1446,40.0,44.0,0.05321089371842615
1447,40.0,46.0,0.05508028627258012
1448,40.0,48.0,0.05711729535705397
1449,40.0,50.0,0.058983291814674606
1450,40.0,52.0,0.06072841755291784
1451,40.0,54.0,0.06240328403673041
1452,40.0,56.0,0.06394479361337452
1453,40.0,58.0,0.06533918736700842
1454,40.0,60.0,0.06675022337438868
1455,40.0,62.0,0.06809847339145138
1456,40.0,64.0,0.06941060230392562
1457,40.0,66.0,0.0707017905704836
1458,40.0,68.0,0.07190529181560049
1459,40.0,70.0,0.07303743046940298
1460,40.0,72.0,0.07408461128082428
1461,40.0,74.0,0.07512655691900172
1462,40.0,76.0,0.0761255372062529
1463,40.0,78.0,0.07713174533646575
1464,40.0,80.0,0.07816571640829521
1465,40.0,82.0,0.07916414364079206
1466,40.0,84.0,0.08017244450114715
1467,40.0,86.0,0.08119439883105291
1468,40.0,88.0,0.08220185653566917
1469,40.0,90.0,0.08315574264205353
1470,40.0,92.0,0.08406348503963848
1471,40.0,94.0,0.0849082734396643
1472,40.0,96.0,0.0857355130010704
1473,40.0,98.0,0.08655846992808687
1474,40.0,100.0,0.08732663951752301
1475,40.0,102.0,0.0880818042183558
1476,40.0,104.0,0.08882935338176169
1477,40.0,106.0,0.08958353548091934
1478,40.0,108.0,0.09029795938431591
1479,40.0,110.0,0.0909869494105322
1480,40.0,112.0,0.09165754259355284
1481,40.0,114.0,0.09228964203668734
1482,40.0,116.0,0.09293306640724461
1483,40.0,118.0,0.09356094519409716
1484,40.0,120.0,0.09419418373078774
1485,40.0,122.0,0.09478687927427798
1486,40.0,124.0,0.09537031486533819
1487,40.0,126.0,0.09597285533848479
1488,40.0,128.0,0.09656136297291684
1489,40.0,130.0,0.09713716787505215
1490,40.0,132.0,0.0976924100390138
1491,40.0,134.0,0.09822864122469366
1492,40.0,136.0,0.09875726661067415
1493,40.0,138.0,0.09928259119585414
1494,40.0,140.0,0.09978317976486718
1495,40.0,142.0,0.10028045204941621
1496,40.0,144.0,0.10079596717094283
1497,40.0,146.0,0.10127970137911355
1498,40.0,148.0,0.10173764840117773
1499,40.0,150.0,0.10219160383931453
1500,42.0,2.0,0.019943740211307598
1501,42.0,4.0,0.02125197710657963
1502,42.0,6.0,0.02218827981705355
1503,42.0,8.0,0.02354842347500603
1504,42.0,10.0,0.024577796320050565
1505,42.0,12.0,0.025671443378937026
1506,42.0,14.0,0.026719202732832525
1507,42.0,16.0,0.02813196567001209
1508,42.0,18.0,0.029831060960454455
1509,42.0,20.0,0.03198527627663914
1510,42.0,22.0,0.034213930896897005
1511,42.0,24.0,0.036570188445454364
1512,42.0,26.0,0.038740106974926254
1513,42.0,28.0,0.04063626450544061
1514,42.0,30.0,0.042087848090157295
1515,42.0,32.0,0.04371853225730162
1516,42.0,34.0,0.045406009961869054
1517,42.0,36.0,0.04732187621260915
1518,42.0,38.0,0.04930351537840338
1519,42.0,40.0,0.051313821183390375
1520,42.0,42.0,0.05346978486479543
1521,42.0,44.0,0.055668331556274604
1522,42.0,46.0,0.05777865986569188
1523,42.0,48.0,0.05967153414771723
1524,42.0,50.0,0.06139291401430234
1525,42.0,52.0,0.06298758363431742
1526,42.0,54.0,0.06453404603257173
1527,42.0,56.0,0.06598130220790611
1528,42.0,58.0,0.06743267348303264
1529,42.0,60.0,0.06886211605456267
1530,42.0,62.0,0.07020470620068536
1531,42.0,64.0,0.07151326927234074
1532,42.0,66.0,0.07277223526888088
1533,42.0,68.0,0.07395762082530477
1534,42.0,70.0,0.0750947613687587
1535,42.0,72.0,0.07617751323343264
1536,42.0,74.0,0.07723423223048277
1537,42.0,76.0,0.07834416478248152
1538,42.0,78.0,0.07946584535053133
1539,42.0,80.0,0.0805587823723598
1540,42.0,82.0,0.0816250628128982
1541,42.0,84.0,0.0826393761296964
1542,42.0,86.0,0.08364217270937682
1543,42.0,88.0,0.08457744128917363
1544,42.0,90.0,0.08549680488154657
1545,42.0,92.0,0.08635554970847206
1546,42.0,94.0,0.08724514594360447
1547,42.0,96.0,0.08806165976642992
1548,42.0,98.0,0.08885156426468085
1549,42.0,100.0,0.08960405509376791
1550,42.0,102.0,0.09036244379838934
1551,42.0,104.0,0.09108266793620577
1552,42.0,106.0,0.09177854585984002
1553,42.0,108.0,0.09245531234877066
1554,42.0,110.0,0.09310851759592652
1555,42.0,112.0,0.09375515938412517
1556,42.0,114.0,0.09440866018732327
1557,42.0,116.0,0.09505129631600497
1558,42.0,118.0,0.0956759978478332
1559,42.0,120.0,0.09627943713303556
1560,42.0,122.0,0.09689454403168102
1561,42.0,124.0,0.09752563707171717
1562,42.0,126.0,0.0981141648437525
1563,42.0,128.0,0.09870008255525417
1564,42.0,130.0,0.09925624246250313
1565,42.0,132.0,0.09981657785364689
1566,42.0,134.0,0.10034927487104953
1567,42.0,136.0,0.10087163622926267
1568,42.0,138.0,0.10138858459010194
1569,42.0,140.0,0.1018763160494308
1570,42.0,142.0,0.10235904111986226
1571,42.0,144.0,0.1028138237873449
1572,42.0,146.0,0.10328476506692535
1573,42.0,148.0,0.10373555364488782
1574,42.0,150.0,0.10416451361722479
1575,44.0,2.0,0.019975766535326275
1576,44.0,4.0,0.021235764869899892
1577,44.0,6.0,0.022172907606550666
1578,44.0,8.0,0.023586237118685002
1579,44.0,10.0,0.024577478824351955
1580,44.0,12.0,0.025709909255230708
1581,44.0,14.0,0.026819106179450967
1582,44.0,16.0,0.028298757234352358
1583,44.0,18.0,0.030411683169811406
1584,44.0,20.0,0.033119938556781435
1585,44.0,22.0,0.03569195379407412
1586,44.0,24.0,0.03794338653036613
1587,44.0,26.0,0.03972570131405796
1588,44.0,28.0,0.041494722062395004
1589,44.0,30.0,0.04337805544809012
1590,44.0,32.0,0.045255690931004434
1591,44.0,34.0,0.047060708255659396
1592,44.0,36.0,0.049102737287387704
1593,44.0,38.0,0.05135661464528143
1594,44.0,40.0,0.053569057125437844
1595,44.0,42.0,0.05578831452692466
1596,44.0,44.0,0.057855447987765214
1597,44.0,46.0,0.0598538250397169
1598,44.0,48.0,0.06178635017737906
1599,44.0,50.0,0.06350773706608
1600,44.0,52.0,0.06511284188771745
1601,44.0,54.0,0.06666188172528444
1602,44.0,56.0,0.06822725247150642
1603,44.0,58.0,0.06966910969871935
1604,44.0,60.0,0.07106387701724377
1605,44.0,62.0,0.07236210993130662
1606,44.0,64.0,0.07364007729942113
1607,44.0,66.0,0.0748285498673362
1608,44.0,68.0,0.07592349091910264
1609,44.0,70.0,0.0770829087000242
1610,44.0,72.0,0.07821284130349118
1611,44.0,74.0,0.07941641645474098
1612,44.0,76.0,0.08059601461057489
1613,44.0,78.0,0.08178577866579485
1614,44.0,80.0,0.08295469403497044
1615,44.0,82.0,0.08403118200912421
1616,44.0,84.0,0.08505959544414825
1617,44.0,86.0,0.08598578194361274
1618,44.0,88.0,0.0868713664093204
1619,44.0,90.0,0.08770996989913656
1620,44.0,92.0,0.0884797629675223
1621,44.0,94.0,0.08930313368366333
1622,44.0,96.0,0.09007826874210015
1623,44.0,98.0,0.09084897639059684
1624,44.0,100.0,0.09164896999492333
1625,44.0,102.0,0.0924086476999642
1626,44.0,104.0,0.09313426102025157
1627,44.0,106.0,0.09385254236925464
1628,44.0,108.0,0.09454222062454523
1629,44.0,110.0,0.09520795751457722
1630,44.0,112.0,0.09582744228488546
1631,44.0,114.0,0.09646659807706347
1632,44.0,116.0,0.09712536470267281
1633,44.0,118.0,0.097802921245468
1634,44.0,120.0,0.09843625973210555
1635,44.0,122.0,0.099054581339434
1636,44.0,124.0,0.0996455861685018
1637,44.0,126.0,0.10020249403083371
1638,44.0,128.0,0.10075042354138583
1639,44.0,130.0,0.10127519503157847
1640,44.0,132.0,0.10181694504957223
1641,44.0,134.0,0.10233909526261781
1642,44.0,136.0,0.10284163942343583
1643,44.0,138.0,0.10331959240345619
1644,44.0,140.0,0.10380015059575906
1645,44.0,142.0,0.10428845835945585
1646,44.0,144.0,0.10476076200215483
1647,44.0,146.0,0.10522614863244409
1648,44.0,148.0,0.10569729232004701
1649,44.0,150.0,0.106150966784493
1650,46.0,2.0,0.020338287256237694
1651,46.0,4.0,0.021219315241119575
1652,46.0,6.0,0.02234989556625813
1653,46.0,8.0,0.023675520504502872
1654,46.0,10.0,0.024660140881987102
1655,46.0,12.0,0.025866789946554874
1656,46.0,14.0,0.027253274108611326
1657,46.0,16.0,0.02919440460401812
1658,46.0,18.0,0.03158399211155111
1659,46.0,20.0,0.03404914112199657
1660,46.0,22.0,0.03648626000138862
1661,46.0,24.0,0.03886516699082728
1662,46.0,26.0,0.04076754209137098
1663,46.0,28.0,0.042509206964282134
1664,46.0,30.0,0.044410752245380804
1665,46.0,32.0,0.046491781694089206
1666,46.0,34.0,0.04858239563991784
1667,46.0,36.0,0.05079253833354254
1668,46.0,38.0,0.05311005315028601
1669,46.0,40.0,0.0554697905522932
1670,46.0,42.0,0.05794543612175646
1671,46.0,44.0,0.0601837717406491
1672,46.0,46.0,0.06218179276770698
1673,46.0,48.0,0.06406654642634482
1674,46.0,50.0,0.06578510091173595
1675,46.0,52.0,0.06733657895206552
1676,46.0,54.0,0.06884411367179087
1677,46.0,56.0,0.07026955062425679
1678,46.0,58.0,0.07166462270126238
1679,46.0,60.0,0.07303196881732239
1680,46.0,62.0,0.07433590722897522
1681,46.0,64.0,0.07564397290530309
1682,46.0,66.0,0.07689011909287727
1683,46.0,68.0,0.07817148003186197
1684,46.0,70.0,0.07941361504145751
1685,46.0,72.0,0.08062432074148707
1686,46.0,74.0,0.08180470133810801
1687,46.0,76.0,0.08295356324301477
1688,46.0,78.0,0.08404914740540356
1689,46.0,80.0,0.08506604467170843
1690,46.0,82.0,0.08605584436593033
1691,46.0,84.0,0.0870465169322906
1692,46.0,86.0,0.08795945497257796
1693,46.0,88.0,0.08882696198926895
1694,46.0,90.0,0.08969436922709002
1695,46.0,92.0,0.09052106961104456
1696,46.0,94.0,0.09135558752418403
1697,46.0,96.0,0.09214586402478443
1698,46.0,98.0,0.09291946916950368
1699,46.0,100.0,0.0936946000816519
1700,46.0,102.0,0.09445918119678082
1701,46.0,104.0,0.09517897517008835
1702,46.0,106.0,0.09589410167742492
1703,46.0,108.0,0.09656573582929133
1704,46.0,110.0,0.09724435881493135
1705,46.0,112.0,0.09788743871740775
1706,46.0,114.0,0.09854329455938302
1707,46.0,116.0,0.09919988763582023
1708,46.0,118.0,0.09981172437823731
1709,46.0,120.0,0.10041498479197436
1710,46.0,122.0,0.10098249671721908
1711,46.0,124.0,0.10153273174727243
1712,46.0,126.0,0.10209651046041474
1713,46.0,128.0,0.10266914180272613
1714,46.0,130.0,0.10320657831999848
1715,46.0,132.0,0.10370967500661173
1716,46.0,134.0,0.1042181711765422
1717,46.0,136.0,0.10472277141328748
1718,46.0,138.0,0.10519562882021086
1719,46.0,140.0,0.10567066636408079
1720,46.0,142.0,0.10615859881653693
1721,46.0,144.0,0.1066408107743936
1722,46.0,146.0,0.10709731830406286
1723,46.0,148.0,0.10758673848492745
1724,46.0,150.0,0.10804391067761207
1725,48.0,2.0,0.02033273506375566
1726,48.0,4.0,0.02121200850618345
1727,48.0,6.0,0.02232870099870433
1728,48.0,8.0,0.02368048533265867
1729,48.0,10.0,0.0246758192293203
1730,48.0,12.0,0.025943686404900294
1731,48.0,14.0,0.027426068981816577
1732,48.0,16.0,0.029653003002503706
1733,48.0,18.0,0.03244843870322715
1734,48.0,20.0,0.035165342002815465
1735,48.0,22.0,0.037490533107797805
1736,48.0,24.0,0.039604716920466035
1737,48.0,26.0,0.04160552642435731
1738,48.0,28.0,0.04350591418695834
1739,48.0,30.0,0.04551470818656013
1740,48.0,32.0,0.04778331841363576
1741,48.0,34.0,0.050250391526911055
1742,48.0,36.0,0.05306445100137964
1743,48.0,38.0,0.05571942191162942
1744,48.0,40.0,0.05811447292706101
1745,48.0,42.0,0.060279233974866835
1746,48.0,44.0,0.06233661676075083
1747,48.0,46.0,0.06423732600059914
1748,48.0,48.0,0.06596894900023749
1749,48.0,50.0,0.0676568988912633
1750,48.0,52.0,0.06920627617527042
1751,48.0,54.0,0.07076272576395101
1752,48.0,56.0,0.07226768800999905
1753,48.0,58.0,0.07366159514279419
1754,48.0,60.0,0.07502307897915625
1755,48.0,62.0,0.07639385744006642
1756,48.0,64.0,0.07770914046521754
1757,48.0,66.0,0.07900831234195835
1758,48.0,68.0,0.0803162343050785
1759,48.0,70.0,0.08156496394988182
1760,48.0,72.0,0.08278213822763611
1761,48.0,74.0,0.08391554551410013
1762,48.0,76.0,0.08500417991524645
1763,48.0,78.0,0.08611682637525887
1764,48.0,80.0,0.08714286932206507
1765,48.0,82.0,0.08810401902922738
1766,48.0,84.0,0.08905990400911522
1767,48.0,86.0,0.0899632875529255
1768,48.0,88.0,0.09086963965395342
1769,48.0,90.0,0.09168566882409156
1770,48.0,92.0,0.09248645355300487
1771,48.0,94.0,0.09332083290208722
1772,48.0,96.0,0.09411664921658554
1773,48.0,98.0,0.0948643029813472
1774,48.0,100.0,0.09561061209951907
1775,48.0,102.0,0.09634337020696598
1776,48.0,104.0,0.09707061075681786
1777,48.0,106.0,0.09781001849348801
1778,48.0,108.0,0.09847401389482534
1779,48.0,110.0,0.09915889752666095
1780,48.0,112.0,0.09985990918153584
1781,48.0,114.0,0.10049840985200927
1782,48.0,116.0,0.10112585576378688
1783,48.0,118.0,0.10170984791810127
1784,48.0,120.0,0.10228513258168984
1785,48.0,122.0,0.10285293086512345
1786,48.0,124.0,0.10342628832426466
1787,48.0,126.0,0.10395140976653977
1788,48.0,128.0,0.10450264412093375
1789,48.0,130.0,0.10500971908922972
1790,48.0,132.0,0.10549592026005501
1791,48.0,134.0,0.10601022940302585
1792,48.0,136.0,0.10654481812184773
1793,48.0,138.0,0.10705517761226743
1794,48.0,140.0,0.10753885785590994
1795,48.0,142.0,0.10802141872692828
1796,48.0,144.0,0.1084764956841958
1797,48.0,146.0,0.10894256819887597
1798,48.0,148.0,0.10937625084843428
1799,48.0,150.0,0.10983235237260842
1800,50.0,2.0,0.02042603534650431
1801,50.0,4.0,0.021229935314513317
1802,50.0,6.0,0.022281926460860704
1803,50.0,8.0,0.023718148423067097
1804,50.0,10.0,0.024754430532517944
1805,50.0,12.0,0.026042077651842563
1806,50.0,14.0,0.02764299940643425
1807,50.0,16.0,0.029965203322113887
1808,50.0,18.0,0.03313609837033659
1809,50.0,20.0,0.03636342814031509
1810,50.0,22.0,0.03894744458953979
1811,50.0,24.0,0.0409698371998858
1812,50.0,26.0,0.04289973010498534
1813,50.0,28.0,0.04504547726850303
1814,50.0,30.0,0.0474562474636552
1815,50.0,32.0,0.05005541465521829
1816,50.0,34.0,0.05251702316899483
1817,50.0,36.0,0.05508418599336255
1818,50.0,38.0,0.05748831833793646
1819,50.0,40.0,0.05994214566742382
1820,50.0,42.0,0.06232239221916856
1821,50.0,44.0,0.06437772854843177
1822,50.0,46.0,0.0662452126881991
1823,50.0,48.0,0.06799063013804489
1824,50.0,50.0,0.06960467151356789
1825,50.0,52.0,0.07113593189658174
1826,50.0,54.0,0.07269074372371434
1827,50.0,56.0,0.07425785169072271
1828,50.0,58.0,0.07572682071035196
1829,50.0,60.0,0.07712918831004902
1830,50.0,62.0,0.0785163971588474
1831,50.0,64.0,0.0797819891764855
1832,50.0,66.0,0.08106632124056401
1833,50.0,68.0,0.08239114207029057
1834,50.0,70.0,0.08365247188531226
1835,50.0,72.0,0.08486775600864614
1836,50.0,74.0,0.0860160453420629
1837,50.0,76.0,0.08706957734345032
1838,50.0,78.0,0.08810835601520348
1839,50.0,80.0,0.0890866053003056
1840,50.0,82.0,0.09003953183370345
1841,50.0,84.0,0.09090436239256368
1842,50.0,86.0,0.09180157406170664
1843,50.0,88.0,0.09269098255732462
1844,50.0,90.0,0.09355158201885708
1845,50.0,92.0,0.09432606404573535
1846,50.0,94.0,0.0950907224017354
1847,50.0,96.0,0.09588988461895752
1848,50.0,98.0,0.09667703103888954
1849,50.0,100.0,0.09747926952422774
1850,50.0,102.0,0.09819714242198455
1851,50.0,104.0,0.09895208551890286
1852,50.0,106.0,0.09965949221558454
1853,50.0,108.0,0.10031600964614135
1854,50.0,110.0,0.10095599533822842
1855,50.0,112.0,0.10158371028776174
1856,50.0,114.0,0.10220181832267461
1857,50.0,116.0,0.1028147598196887
1858,50.0,118.0,0.10341718563242422
1859,50.0,120.0,0.10401963729775719
1860,50.0,122.0,0.1046079425268694
1861,50.0,124.0,0.10516881083118587
1862,50.0,126.0,0.10571216397723673
1863,50.0,128.0,0.10623536911777952
1864,50.0,130.0,0.10675938981513697
1865,50.0,132.0,0.10727727404178551
1866,50.0,134.0,0.10776517013290915
1867,50.0,136.0,0.10825354879129136
1868,50.0,138.0,0.10873209777300401
1869,50.0,140.0,0.10922867763453792
1870,50.0,142.0,0.10971994053464279
1871,50.0,144.0,0.11018566110874588
1872,50.0,146.0,0.11062246515798028
1873,50.0,148.0,0.11106738173494198
1874,50.0,150.0,0.11149014027044717
1875,52.0,2.0,0.020362665322908508
1876,52.0,4.0,0.021155999171279603
1877,52.0,6.0,0.022195293565371546
1878,52.0,8.0,0.023700009827048552
1879,52.0,10.0,0.024849243131456776
1880,52.0,12.0,0.026460362129574033
1881,52.0,14.0,0.028661565704141172
1882,52.0,16.0,0.031450659713204224
1883,52.0,18.0,0.03441876055348389
1884,52.0,20.0,0.03728366012404255
1885,52.0,22.0,0.040112211271265186
1886,52.0,24.0,0.042329810938782256
1887,52.0,26.0,0.044339052536762444
1888,52.0,28.0,0.04639743668162333
1889,52.0,30.0,0.048844717782369755
1890,52.0,32.0,0.05169922458038339
1891,52.0,34.0,0.05448691306163191
1892,52.0,36.0,0.05720678656235479
1893,52.0,38.0,0.0597117154641042
1894,52.0,40.0,0.06209595710939846
1895,52.0,42.0,0.06429227967122199
1896,52.0,44.0,0.06629339800558319
1897,52.0,46.0,0.06801356486794004
1898,52.0,48.0,0.06978303971885545
1899,52.0,50.0,0.07155934006537625
1900,52.0,52.0,0.07333287701792739
1901,52.0,54.0,0.07490739397076625
1902,52.0,56.0,0.0763560832889479
1903,52.0,58.0,0.07771888666780946
1904,52.0,60.0,0.0790932029723041
1905,52.0,62.0,0.08052473756172157
1906,52.0,64.0,0.08186980965893775
1907,52.0,66.0,0.08317345743710412
1908,52.0,68.0,0.08445796425556228
1909,52.0,70.0,0.0856194394542011
1910,52.0,72.0,0.08672723391629408
1911,52.0,74.0,0.08782699468471539
1912,52.0,76.0,0.0888472427483611
1913,52.0,78.0,0.08984335520732491
1914,52.0,80.0,0.09080277658730267
1915,52.0,82.0,0.09175888929798198
1916,52.0,84.0,0.09266915417291718
1917,52.0,86.0,0.09355389098790007
1918,52.0,88.0,0.0944075723751581
1919,52.0,90.0,0.0952782165787356
1920,52.0,92.0,0.09614603131347221
1921,52.0,94.0,0.0969806976034112
1922,52.0,96.0,0.09775925567546784
1923,52.0,98.0,0.09849209973866348
1924,52.0,100.0,0.09923791732117293
1925,52.0,102.0,0.09995148418182431
1926,52.0,104.0,0.10066936357213396
1927,52.0,106.0,0.10138986845556464
1928,52.0,108.0,0.10209078435900097
1929,52.0,110.0,0.10279508619573398
1930,52.0,112.0,0.10348271744600084
1931,52.0,114.0,0.10410504678443519
1932,52.0,116.0,0.10470168781861551
1933,52.0,118.0,0.10526033441742615
1934,52.0,120.0,0.10579492551479518
1935,52.0,122.0,0.1063507354905241
1936,52.0,124.0,0.1068865656005392
1937,52.0,126.0,0.10742722290675498
1938,52.0,128.0,0.1079390413218701
1939,52.0,130.0,0.10844309340425047
1940,52.0,132.0,0.10894957039539685
1941,52.0,134.0,0.10946251826466986
1942,52.0,136.0,0.10996191327738412
1943,52.0,138.0,0.11046366829619268
1944,52.0,140.0,0.11092883346807621
1945,52.0,142.0,0.11135097603450102
1946,52.0,144.0,0.11178469803655554
1947,52.0,146.0,0.11220538963506789
1948,52.0,148.0,0.11258374414928607
1949,52.0,150.0,0.11297573677671817
1950,54.0,2.0,0.020362665322908508
1951,54.0,4.0,0.021159584649216863
1952,54.0,6.0,0.0222163794494924
1953,54.0,8.0,0.023676905952712372
1954,54.0,10.0,0.02488332957277537
1955,54.0,12.0,0.026562680780966217
1956,54.0,14.0,0.02907310739135599
1957,54.0,16.0,0.03235211287210968
1958,54.0,18.0,0.03545709136331912
1959,54.0,20.0,0.03803404153434675
1960,54.0,22.0,0.04030858720550621
1961,54.0,24.0,0.04261104959069571
1962,54.0,26.0,0.04513373621948005
1963,54.0,28.0,0.04787696758311364
1964,54.0,30.0,0.05065955634537889
1965,54.0,32.0,0.05354652227154556
1966,54.0,34.0,0.05636121215236441
1967,54.0,36.0,0.05918648707730161
1968,54.0,38.0,0.06158065222482278
1969,54.0,40.0,0.06384999049552334
1970,54.0,42.0,0.0659217135894478
1971,54.0,44.0,0.06796548832879232
1972,54.0,46.0,0.06991485613667206
1973,54.0,48.0,0.07169387358620993
1974,54.0,50.0,0.07345261294483238
1975,54.0,52.0,0.0751035170343176
1976,54.0,54.0,0.07663410890675024
1977,54.0,56.0,0.07810517927480008
1978,54.0,58.0,0.07953519389120657
1979,54.0,60.0,0.08089516791493441
1980,54.0,62.0,0.08223591788922292
1981,54.0,64.0,0.0835399863605753
1982,54.0,66.0,0.08483973375117738
1983,54.0,68.0,0.08615844166734635
1984,54.0,70.0,0.08744246010678244
1985,54.0,72.0,0.08861945773458478
1986,54.0,74.0,0.08968349263940796
1987,54.0,76.0,0.09071354496843193
1988,54.0,78.0,0.09169083270320119
1989,54.0,80.0,0.09264579299141537
1990,54.0,82.0,0.0936369114078644
1991,54.0,84.0,0.09458114213436364
1992,54.0,86.0,0.0955004054312829
1993,54.0,88.0,0.09637609747743014
1994,54.0,90.0,0.09717995401802046
1995,54.0,92.0,0.0979694775947462
1996,54.0,94.0,0.09873112890783908
1997,54.0,96.0,0.09950527028205546
1998,54.0,98.0,0.10029482092666724
1999,54.0,100.0,0.10105412921266109
2000,54.0,102.0,0.10182311616645633
2001,54.0,104.0,0.10255696195624313
2002,54.0,106.0,0.10321925977343906
2003,54.0,108.0,0.10386114298619337
2004,54.0,110.0,0.10448877422478337
2005,54.0,112.0,0.10506557971984795
2006,54.0,114.0,0.10569671411408799
2007,54.0,116.0,0.10627404515900397
2008,54.0,118.0,0.10683560357689632
2009,54.0,120.0,0.107413444615452
2010,54.0,122.0,0.10798867592082853
2011,54.0,124.0,0.10855707084115773
2012,54.0,126.0,0.10908507440609726
2013,54.0,128.0,0.10963160326795997
2014,54.0,130.0,0.11013775688912088
2015,54.0,132.0,0.11061219607647138
2016,54.0,134.0,0.11108958476550176
2017,54.0,136.0,0.11157873873725185
2018,54.0,138.0,0.11203025650525554
2019,54.0,140.0,0.11247802545032684
2020,54.0,142.0,0.11290569023728016
2021,54.0,144.0,0.11330382335790055
2022,54.0,146.0,0.11368180071496474
2023,54.0,148.0,0.11403137309287312
2024,54.0,150.0,0.11440150742714922
2025,56.0,2.0,0.020368046801778776
2026,56.0,4.0,0.02119551375477541
2027,56.0,6.0,0.02227131478285483
2028,56.0,8.0,0.02372370068138387
2029,56.0,10.0,0.024903920680413943
2030,56.0,12.0,0.026678146180270368
2031,56.0,14.0,0.029294687163594783
2032,56.0,16.0,0.032884372567625914
2033,56.0,18.0,0.03650600467061584
2034,56.0,20.0,0.03951313686116497
2035,56.0,22.0,0.041768846935873134
2036,56.0,24.0,0.0439417164355293
2037,56.0,26.0,0.04630564627798865
2038,56.0,28.0,0.04926174681702826
2039,56.0,30.0,0.052458768030430404
2040,56.0,32.0,0.05554330394738942
2041,56.0,34.0,0.05846788358967814
2042,56.0,36.0,0.06112571773578956
2043,56.0,38.0,0.06351826608690984
2044,56.0,40.0,0.06571257223386132
2045,56.0,42.0,0.06769926052044677
2046,56.0,44.0,0.06967341808210151
2047,56.0,46.0,0.07168797686373297
2048,56.0,48.0,0.07356042741728823
2049,56.0,50.0,0.07526153685229857
2050,56.0,52.0,0.07696934563855619
2051,56.0,54.0,0.07851956909258065
2052,56.0,56.0,0.0799550575325941
2053,56.0,58.0,0.08141486016798644
2054,56.0,60.0,0.08288787641101684
2055,56.0,62.0,0.08440564859737108
2056,56.0,64.0,0.08579069814272618
2057,56.0,66.0,0.08701636717786837
2058,56.0,68.0,0.08812822552845147
2059,56.0,70.0,0.08924384480366959
2060,56.0,72.0,0.0903556046410769
2061,56.0,74.0,0.09138674735218778
2062,56.0,76.0,0.09243426119254915
2063,56.0,78.0,0.09343941718227723
2064,56.0,80.0,0.09446472486294825
2065,56.0,82.0,0.09541014937473313
2066,56.0,84.0,0.09630977667188731
2067,56.0,86.0,0.09715910387728954
2068,56.0,88.0,0.09799400008367701
2069,56.0,90.0,0.09887302674612859
2070,56.0,92.0,0.09972190227479417
2071,56.0,94.0,0.10054741515400245
2072,56.0,96.0,0.10131163543906012
2073,56.0,98.0,0.10204475708592267
2074,56.0,100.0,0.10273721938429678
2075,56.0,102.0,0.10338820210698671
2076,56.0,104.0,0.10407361657077728
2077,56.0,106.0,0.10474605025497731
2078,56.0,108.0,0.10541686421493933
2079,56.0,110.0,0.10608353865184547
2080,56.0,112.0,0.10671142918229999
2081,56.0,114.0,0.10733150017783648
2082,56.0,116.0,0.10791433955058695
2083,56.0,118.0,0.10849016609262564
2084,56.0,120.0,0.10905804132163079
2085,56.0,122.0,0.10956889658464931
2086,56.0,124.0,0.11006955027917685
2087,56.0,126.0,0.11061591397137435
2088,56.0,128.0,0.11114369876799031
2089,56.0,130.0,0.11166519521566347
2090,56.0,132.0,0.11213060960776564
